"WorkerID","TrialName","AgeCategory","Hands","TrialOrder","NPlacements","LastPlace","FirstPlace","SuccessByOnline","Success","AvgAbsYOffset","FirstYOffset","AvgAbsXOffset","FirstXOffset","AvgTimeDiff","TookABreak","Age","MedianMotorErr","MedianMotorRT","Gender","IQ_BPVS","IQ_Ravens","AttToCorCluster","AttInCorCluster","AttToFinCluster","AttInFinCluster","NClust_ToCor_Cluster","Transition"
"OC13","Basic","kids","1h",5,1,9.956,9.956,TRUE,FALSE,30.8323543187892,30.8323543187892,22.2279763693597,22.2279763693597,NA,FALSE,9.22,7.61689135537688,2.775,"Male",99,85,0,1,0,1,1,0
"OC13","Bridge","kids","1h",10,1,8.166,8.166,TRUE,TRUE,56,56,0,0,NA,FALSE,9.22,7.61689135537688,2.775,"Male",99,85,0,1,0,1,1,0
"OC13","Catapult","kids","1h",8,4,38.713,9.886,TRUE,TRUE,225.25,34,2,8,9.609,FALSE,9.22,7.61689135537688,2.775,"Male",99,85,1,2,3,1,3,1
"OC13","FallAlt","kids","1h",1,2,22.651,11.748,TRUE,TRUE,72,73,0,0,10.903,FALSE,9.22,7.61689135537688,2.775,"Male",99,85,0,2,0,2,1,0
"OC13","Falling_A","kids","1h",7,5,57.63,8.685,TRUE,TRUE,93.6,111,1.6,8,12.23625,FALSE,9.22,7.61689135537688,2.775,"Male",99,85,3,2,3,2,4,0.5
"OC13","Gap","kids","1h",15,2,12.043,5.64,TRUE,TRUE,76.5,76,0,0,6.403,FALSE,9.22,7.61689135537688,2.775,"Male",99,85,0,2,0,2,1,0
"OC13","Remove","kids","1h",6,1,9.302,9.302,TRUE,TRUE,0,0,24,24,NA,FALSE,9.22,7.61689135537688,2.775,"Male",99,85,0,1,0,1,1,0
"OC13","TableCreative","kids","1h",11,10,99.484,9.938,TRUE,FALSE,31.3256583509747,48,11.6769750529242,0,9.94955555555556,FALSE,9.22,7.61689135537688,2.775,"Male",99,85,5,4,8,2,5,0.666666666666667
"OC13","Trap","kids","1h",9,3,38.577,14.877,TRUE,TRUE,160.666666666667,108,0,0,11.85,FALSE,9.22,7.61689135537688,2.775,"Male",99,85,0,3,0,3,1,0
"OC13","Unbox","kids","1h",12,1,8.78,8.78,TRUE,TRUE,34,34,2,2,NA,FALSE,9.22,7.61689135537688,2.775,"Male",99,85,0,1,0,1,1,0
"OC14","BalanceUnder","kids","1h",13,8,140.375,35.084,TRUE,TRUE,59.375,29,14.75,0,15.0415714285714,FALSE,7.16,3.62781781440139,1.76,"Female",99,115,0,4,6,2,4,0.857142857142857
"OC14","Basic","kids","1h",11,3,76.431,42.023,TRUE,TRUE,65.9733453693754,26.5938086239232,29.5127398517046,44.1508853444637,17.204,FALSE,7.16,3.62781781440139,1.76,"Female",99,115,2,1,2,1,2,0.5
"OC14","Bridge","kids","1h",4,2,105.505,65.463,TRUE,TRUE,41.6666679382324,35,0,0,40.042,FALSE,7.16,3.62781781440139,1.76,"Female",99,115,0,2,0,2,1,0
"OC14","FallAlt","kids","1h",10,3,100.962,69.176,TRUE,TRUE,70.6666666666667,67,0,0,15.893,FALSE,7.16,3.62781781440139,1.76,"Female",99,115,0,3,0,3,1,0
"OC14","Gap","kids","1h",8,2,65.383,46.141,TRUE,TRUE,43.666666984558,40.666666984558,0,0,19.242,FALSE,7.16,3.62781781440139,1.76,"Female",99,115,0,2,0,2,1,0
"OC14","Remove","kids","1h",9,2,58.923,29.327,TRUE,TRUE,8.16666650772098,16.333333015442,11,0,29.596,FALSE,7.16,3.62781781440139,1.76,"Female",99,115,0,2,0,2,2,0
"OC14","SeeSaw","kids","1h",2,2,99.269,32.078,TRUE,TRUE,62.0072483474233,85.0144966948467,1.61932374656851,3.23864749313702,67.191,FALSE,7.16,3.62781781440139,1.76,"Female",99,115,0,6,0,6,1,0
"OC14","Trap","kids","1h",3,4,107.734,38.189,TRUE,TRUE,31.6458980337503,26.5835921350013,3.32294901687516,13.2917960675006,23.1816666666667,FALSE,7.16,3.62781781440139,1.76,"Female",99,115,3,1,3,1,4,1
"OC14","Unbox","kids","1h",7,2,37.279,22.29,TRUE,TRUE,151.5,161,0,0,14.989,FALSE,7.16,3.62781781440139,1.76,"Female",99,115,0,2,0,2,1,0
"OC15","BalanceUnder","kids","1h",8,1,8.928,8.928,TRUE,TRUE,23,23,0,0,NA,FALSE,9.98,4.9825623189561,1.3595,"Female",113,125,0,1,0,1,1,0
"OC15","Basic","kids","1h",5,2,42.641,34.505,TRUE,FALSE,20.6700371097046,8.94539690135559,13.9289829828689,20.276232976406,8.136,FALSE,9.98,4.9825623189561,1.3595,"Female",113,125,0,2,0,2,1,0
"OC15","Bridge","kids","1h",15,1,7.288,7.288,TRUE,TRUE,49,49,0,0,NA,FALSE,9.98,4.9825623189561,1.3595,"Female",113,125,0,1,0,1,1,0
"OC15","Catapult","kids","1h",12,7,53.562,6.067,TRUE,TRUE,155.571428571429,70,6.85714285714286,0,7.91583333333333,FALSE,9.98,4.9825623189561,1.3595,"Female",113,125,6,1,6,1,5,0.833333333333333
"OC15","FallAlt","kids","1h",1,3,64.701,28.7,TRUE,TRUE,62.3333333333333,65,0,0,18.0005,FALSE,9.98,4.9825623189561,1.3595,"Female",113,125,0,3,0,3,1,0
"OC15","Falling_A","kids","1h",10,2,19.548,7.789,TRUE,TRUE,75,111,0,0,11.759,FALSE,9.98,4.9825623189561,1.3595,"Female",113,125,1,1,1,1,2,1
"OC15","Gap","kids","1h",14,1,5.89,5.89,TRUE,TRUE,31,31,0,0,NA,FALSE,9.98,4.9825623189561,1.3595,"Female",113,125,0,1,0,1,1,0
"OC15","Remove","kids","1h",3,2,48.139,25.898,TRUE,TRUE,34.5,69,13.5,0,22.241,FALSE,9.98,4.9825623189561,1.3595,"Female",113,125,1,1,1,1,2,1
"OC15","SeeSaw","kids","1h",13,2,15.214,5.927,TRUE,TRUE,39.5,44,0,0,9.287,FALSE,9.98,4.9825623189561,1.3595,"Female",113,125,0,2,0,2,1,0
"OC15","TableCreative","kids","1h",7,9,109.346,15.378,TRUE,TRUE,126.444444444444,61,12.3333333333333,0,11.746,FALSE,9.98,4.9825623189561,1.3595,"Female",113,125,0,3,8,1,6,0.75
"OC15","Trap","kids","1h",4,1,33.77,33.77,TRUE,TRUE,67,67,0,0,NA,FALSE,9.98,4.9825623189561,1.3595,"Female",113,125,0,1,0,1,1,0
"OC15","Unbox","kids","1h",2,2,35.572,24.381,TRUE,TRUE,200.5,252,0,0,11.191,FALSE,9.98,4.9825623189561,1.3595,"Female",113,125,0,2,0,2,1,0
"OC16","Balance","kids","1h",5,11,131.285,7.261,TRUE,TRUE,45.7001778176512,17.8251747410688,28.9133721114638,27.4233457554905,12.4024,FALSE,10.72,4.56116802241908,1.7435,"Male",106,95,10,1,10,1,3,0.1
"OC16","BalanceUnder","kids","1h",6,1,35.097,35.097,TRUE,TRUE,24,24,0,0,NA,FALSE,10.72,4.56116802241908,1.7435,"Male",106,95,0,1,0,1,1,0
"OC16","Basic","kids","1h",10,5,72.685,7.092,TRUE,TRUE,34.6881214662551,19.1391443857913,88.726306871714,14.8174021051287,16.39825,FALSE,10.72,4.56116802241908,1.7435,"Male",106,95,0,4,3,2,2,0.5
"OC16","Bridge","kids","1h",3,3,44.848,19.152,TRUE,TRUE,67.0768237386037,67.2304712158111,10.0167345372568,29.0502036117703,12.848,FALSE,10.72,4.56116802241908,1.7435,"Male",106,95,1,2,1,2,2,0.5
"OC16","Catapult","kids","1h",9,7,86.335,9.696,TRUE,TRUE,295,223,1.28571428571429,0,12.7731666666667,FALSE,10.72,4.56116802241908,1.7435,"Male",106,95,1,4,6,1,3,0.833333333333333
"OC16","Falling_A","kids","1h",11,1,7.261,7.261,TRUE,TRUE,142,142,0,0,NA,FALSE,10.72,4.56116802241908,1.7435,"Male",106,95,0,1,0,1,1,0
"OC16","Gap","kids","1h",14,2,19.773,5.941,TRUE,TRUE,85,87,0,0,13.832,FALSE,10.72,4.56116802241908,1.7435,"Male",106,95,0,2,0,2,1,0
"OC16","SeeSaw","kids","1h",8,2,28.813,10.061,TRUE,FALSE,35,42,0,0,18.752,FALSE,10.72,4.56116802241908,1.7435,"Male",106,95,0,2,0,2,1,0
"OC16","Trap","kids","1h",2,2,19.303,7.152,TRUE,TRUE,38.0277142326879,43.0554284653759,1.8558374338524,3.7116748677048,12.151,FALSE,10.72,4.56116802241908,1.7435,"Male",106,95,1,1,1,1,2,1
"OC16","Unbox","kids","1h",7,3,34.155,9.091,TRUE,TRUE,53.3333333333333,1,1,3,12.532,FALSE,10.72,4.56116802241908,1.7435,"Male",106,95,2,1,2,1,3,1
"OC17","Basic","kids","1h",15,4,82.514,19.029,TRUE,TRUE,29.5207409628247,82.7592632613647,74.6113548234211,221.945296928205,21.1616666666667,FALSE,5.14,16.089132484637,5.8685,"Female",109,110,1,3,1,3,2,0.333333333333333
"OC17","Gap","kids","1h",4,4,102.772,32.786,TRUE,TRUE,32.3591402296721,52.0066785399571,2.44356546076919,1.55243816537185,23.3286666666667,FALSE,5.14,16.089132484637,5.8685,"Female",109,110,2,2,2,2,3,0.666666666666667
"OC17","Remove","kids","1h",9,2,41.273,18.404,TRUE,TRUE,4.01941932430907,8.03883864861814,31.5970966215454,40.1941932430908,22.869,FALSE,5.14,16.089132484637,5.8685,"Female",109,110,1,1,1,1,2,1
"OC17","Unbox","kids","1h",11,1,15.349,15.349,TRUE,TRUE,42,42,0,0,NA,FALSE,5.14,16.089132484637,5.8685,"Female",109,110,0,1,0,1,1,0
"OC18","Balance","kids","1h",2,2,27.892,6.852,TRUE,TRUE,43.0398115463009,72.0796230926017,3.72825636685872,7.45651273371743,21.04,FALSE,9.74,5.16999354238809,2.5235,"Female",89,110,1,1,1,1,2,1
"OC18","BalanceUnder","kids","1h",12,2,28.439,12.461,TRUE,TRUE,35,43,0,0,15.978,FALSE,9.74,5.16999354238809,2.5235,"Female",89,110,0,2,0,2,1,0
"OC18","Basic","kids","1h",11,1,6.988,6.988,TRUE,TRUE,333.003961965204,333.003961965204,7.65526349345296,7.65526349345296,NA,FALSE,9.74,5.16999354238809,2.5235,"Female",89,110,0,1,0,1,1,0
"OC18","Bridge","kids","1h",13,2,17.892,7.3,TRUE,TRUE,59.0005189772694,70.0010379545388,0.411770811497263,0.823541622994526,10.592,FALSE,9.74,5.16999354238809,2.5235,"Female",89,110,1,1,1,1,2,1
"OC18","Catapult","kids","1h",8,7,73.363,8.394,TRUE,TRUE,233.488575422736,316,22.2107387992172,47,10.8281666666667,FALSE,9.74,5.16999354238809,2.5235,"Female",89,110,6,1,6,1,3,0.833333333333333
"OC18","FallAlt","kids","1h",9,9,80.011,11.923,TRUE,TRUE,71.667122460383,156.004102143447,0.40546875150993,3.64921876358937,8.511,FALSE,9.74,5.16999354238809,2.5235,"Female",89,110,1,8,1,8,2,0.125
"OC18","Falling_A","kids","1h",14,1,11.894,11.894,TRUE,TRUE,55,55,0,0,NA,FALSE,9.74,5.16999354238809,2.5235,"Female",89,110,0,1,0,1,1,0
"OC18","Gap","kids","1h",5,1,27.181,27.181,TRUE,TRUE,43,43,0,0,NA,FALSE,9.74,5.16999354238809,2.5235,"Female",89,110,0,1,0,1,1,0
"OC18","Remove","kids","1h",1,3,70.844,25.967,TRUE,TRUE,96,63,55.3333333333333,73,22.4385,FALSE,9.74,5.16999354238809,2.5235,"Female",89,110,2,1,2,1,3,1
"OC18","SeeSaw","kids","1h",10,5,55.975,17.102,TRUE,TRUE,41,44,0,0,9.71825,FALSE,9.74,5.16999354238809,2.5235,"Female",89,110,0,5,0,5,1,0
"OC18","TableCreative","kids","1h",15,3,35.802,13.586,TRUE,TRUE,31.3333333333333,46,11,0,11.108,FALSE,9.74,5.16999354238809,2.5235,"Female",89,110,0,2,2,1,3,1
"OC18","Trap","kids","1h",4,1,33.392,33.392,TRUE,TRUE,37,37,0,0,NA,FALSE,9.74,5.16999354238809,2.5235,"Female",89,110,0,1,0,1,1,0
"OC18","Unbox","kids","1h",6,3,49.003,9.187,TRUE,TRUE,46.3333333333333,67,3.33333333333333,0,19.908,FALSE,9.74,5.16999354238809,2.5235,"Female",89,110,0,3,0,3,2,0
"OC19","Balance","kids","1h",7,1,29.718,29.718,TRUE,TRUE,23.666666030884,23.666666030884,0,0,NA,FALSE,5.69,12.6973652515354,3.2845,"Female",106,125,0,1,0,1,1,0
"OC19","BalanceUnder","kids","1h",5,6,150.013,28.011,TRUE,TRUE,55.5462006755961,103.273883632926,25.028094909066,22.4508442680275,24.4004,FALSE,5.69,12.6973652515354,3.2845,"Female",106,125,4,2,4,2,4,0.4
"OC19","Basic","kids","1h",3,2,53.142,18.006,TRUE,FALSE,12.8162878816298,16.6325757632596,33.3249458967836,54.6498917935671,35.136,FALSE,5.69,12.6973652515354,3.2845,"Female",106,125,0,2,0,2,1,0
"OC19","Catapult","kids","1h",6,4,87.478,15.31,TRUE,TRUE,106.874855395519,19.4994215820773,8.04040289881394,5.16161159525575,24.056,FALSE,5.69,12.6973652515354,3.2845,"Female",106,125,3,1,3,1,4,0.666666666666667
"OC19","FallAlt","kids","1h",11,3,67.079,26.759,TRUE,TRUE,76.8590469284625,90.5771407853877,8.62639436051311,25.8791830815393,20.16,FALSE,5.69,12.6973652515354,3.2845,"Female",106,125,1,2,1,2,2,0.5
"OC19","Falling_A","kids","1h",15,7,111.2,44.184,TRUE,FALSE,189.714285714286,215,8.42857142857143,0,11.1693333333333,FALSE,5.69,12.6973652515354,3.2845,"Female",106,125,6,1,6,1,4,0.166666666666667
"OC19","Gap","kids","1h",10,3,47.999,10.839,TRUE,TRUE,48.4814079831925,64.1224707243788,11.7388324801359,26.3066546561554,18.58,FALSE,5.69,12.6973652515354,3.2845,"Female",106,125,2,1,2,1,3,1
"OC19","Remove","kids","1h",8,3,74.206,23.781,TRUE,TRUE,62.7437691347128,47.8763931842166,5.39115837218992,9.96271743715064,25.2125,FALSE,5.69,12.6973652515354,3.2845,"Female",106,125,0,3,0,3,1,0
"OC19","SeeSaw","kids","1h",13,5,79.551,18.591,TRUE,FALSE,86.8,33,0,0,15.24,FALSE,5.69,12.6973652515354,3.2845,"Female",106,125,2,3,2,3,3,0.5
"OC19","TableCreative","kids","1h",9,7,160.765,39.132,TRUE,FALSE,86.7260389629297,75.0496309364641,14.8442558075701,56.9342027793865,20.2721666666667,FALSE,5.69,12.6973652515354,3.2845,"Female",106,125,4,3,4,3,5,0.666666666666667
"OC19","Trap","kids","1h",14,3,77.027,12.186,TRUE,TRUE,138.667296429249,111.001889287746,0.587311583533051,1.76193475059915,32.4205,FALSE,5.69,12.6973652515354,3.2845,"Female",106,125,2,1,2,1,3,1
"OC19","Unbox","kids","1h",12,4,79.45,19.764,TRUE,TRUE,194.912760782038,136.651043128151,10.4071986488327,41.6287945953307,19.8953333333333,FALSE,5.69,12.6973652515354,3.2845,"Female",106,125,3,1,3,1,4,0.666666666666667
"OC20","BalanceUnder","kids","1h",14,4,91.899,25.955,TRUE,TRUE,46,54,21.5,0,21.9813333333333,FALSE,6.72,10.9569062424125,6.5915,"Male",108,100,0,3,2,2,2,0.666666666666667
"OC20","Basic","kids","1h",3,3,94.057,20.3,TRUE,TRUE,111.899494637792,54.9248165514796,79.4926655199681,194.564180665411,36.8785,FALSE,6.72,10.9569062424125,6.5915,"Male",108,100,1,2,1,2,3,0.5
"OC20","Bridge","kids","1h",5,4,100.931,23.565,TRUE,TRUE,52.5,48,0.25,0,25.7886666666667,FALSE,6.72,10.9569062424125,6.5915,"Male",108,100,0,4,0,4,1,0
"OC20","Catapult","kids","1h",1,4,98.25,19.363,TRUE,TRUE,159.787689398771,30,7.21966991411009,17,26.2956666666667,FALSE,6.72,10.9569062424125,6.5915,"Male",108,100,3,1,3,1,3,0.666666666666667
"OC20","FallAlt","kids","1h",9,5,185.984,59.92,TRUE,FALSE,56,53,0,0,31.516,FALSE,6.72,10.9569062424125,6.5915,"Male",108,100,0,5,0,5,1,0
"OC20","Falling_A","kids","1h",4,3,104.565,43.229,TRUE,TRUE,71.6666666666667,78,7,7,30.668,FALSE,6.72,10.9569062424125,6.5915,"Male",108,100,1,2,1,2,2,0.5
"OC20","Gap","kids","1h",13,1,7.745,7.745,TRUE,TRUE,41,41,0,0,NA,FALSE,6.72,10.9569062424125,6.5915,"Male",108,100,0,1,0,1,1,0
"OC20","GoalMove","kids","1h",7,8,226.941,59.268,TRUE,TRUE,94.7472208038925,141.51576362219,42.2051365061197,38.1003978982819,23.9532857142857,FALSE,6.72,10.9569062424125,6.5915,"Male",108,100,6,2,6,2,4,0.857142857142857
"OC20","Remove","kids","1h",10,3,105.029,51.075,TRUE,TRUE,33.3333333333333,100,76.3333333333333,157,26.977,FALSE,6.72,10.9569062424125,6.5915,"Male",108,100,2,1,2,1,3,1
"OC20","SeeSaw","kids","1h",15,1,38.503,38.503,TRUE,TRUE,44,44,0,0,NA,FALSE,6.72,10.9569062424125,6.5915,"Male",108,100,0,1,0,1,1,0
"OC20","Trap","kids","1h",6,1,77.837,77.837,TRUE,TRUE,33,33,0,0,NA,FALSE,6.72,10.9569062424125,6.5915,"Male",108,100,0,1,0,1,1,0
"OC20","Unbox","kids","1h",2,2,50.46,23.636,TRUE,TRUE,96.6401468774213,87.2802937548427,15.0568915445924,17.1137830891848,26.824,FALSE,6.72,10.9569062424125,6.5915,"Male",108,100,1,1,1,1,2,1
"OC21","Balance","kids","1h",14,4,32.964,7.878,TRUE,TRUE,66.2037859990315,65.8151439961262,11.8129745634073,47.251898253629,8.362,FALSE,9.8,14.1855469564231,1.261,"Male",126,110,3,1,3,1,3,0.666666666666667
"OC21","BalanceUnder","kids","1h",7,2,15.743,7.486,TRUE,TRUE,97.5,86,0,0,8.257,FALSE,9.8,14.1855469564231,1.261,"Male",126,110,0,2,0,2,1,0
"OC21","Basic","kids","1h",6,4,31.038,4.744,TRUE,TRUE,127.595333628498,90.0061187030896,11.1264091633784,2.57160339151685,8.76466666666667,FALSE,9.8,14.1855469564231,1.261,"Male",126,110,1,3,1,3,2,0.333333333333333
"OC21","Bridge","kids","1h",12,2,13.01,6.68,TRUE,TRUE,66.5230907525499,74.0461815050998,2.9119284861556,5.82385697231121,6.33,FALSE,9.8,14.1855469564231,1.261,"Male",126,110,1,1,1,1,2,1
"OC21","Catapult","kids","1h",5,7,46.601,6.098,TRUE,TRUE,194.714285714286,76,7,40,6.7505,FALSE,9.8,14.1855469564231,1.261,"Male",126,110,5,2,5,2,4,0.666666666666667
"OC21","FallAlt","kids","1h",9,5,29.688,6.019,TRUE,TRUE,56.769562773986,79.8478138699302,8.75750216637945,43.7875108318972,5.91725,FALSE,9.8,14.1855469564231,1.261,"Male",126,110,1,4,1,4,2,0.25
"OC21","Falling_A","kids","1h",13,5,30.363,5.944,TRUE,TRUE,101,45,16.2,59,6.10475,FALSE,9.8,14.1855469564231,1.261,"Male",126,110,4,1,4,1,4,1
"OC21","Gap","kids","1h",8,1,5.699,5.699,TRUE,TRUE,64,64,0,0,NA,FALSE,9.8,14.1855469564231,1.261,"Male",126,110,0,1,0,1,1,0
"OC21","Remove","kids","1h",4,9,82.909,9.283,TRUE,TRUE,36.0245479311198,6,48.1288362995619,40,9.20325,FALSE,9.8,14.1855469564231,1.261,"Male",126,110,1,5,8,1,5,0.625
"OC21","SeeSaw","kids","1h",2,7,69.863,14.484,TRUE,TRUE,57.8571428571429,77,0,0,9.22983333333333,FALSE,9.8,14.1855469564231,1.261,"Male",126,110,1,5,4,3,2,0.5
"OC21","Trap","kids","1h",11,1,4.145,4.145,TRUE,TRUE,97,97,0,0,NA,FALSE,9.8,14.1855469564231,1.261,"Male",126,110,0,1,0,1,1,0
"OC21","Unbox","kids","1h",3,1,7.862,7.862,TRUE,TRUE,117,117,0,0,NA,FALSE,9.8,14.1855469564231,1.261,"Male",126,110,0,1,0,1,1,0
"OC22","Balance","kids","1h",7,2,40.97,14.939,TRUE,TRUE,54.5,77,0,0,26.031,FALSE,7.16,10.0631163446528,4.111,"Female",101,105,0,2,0,2,1,0
"OC22","BalanceUnder","kids","1h",4,4,112.763,20.546,TRUE,TRUE,36.75,42,0,0,30.739,FALSE,7.16,10.0631163446528,4.111,"Female",101,105,0,3,2,2,2,0.666666666666667
"OC22","Basic","kids","1h",13,1,12.997,12.997,TRUE,FALSE,32.0120239013317,32.0120239013317,18.4958360318806,18.4958360318806,NA,FALSE,7.16,10.0631163446528,4.111,"Female",101,105,0,1,0,1,1,0
"OC22","Bridge","kids","1h",12,2,75.077,27.632,TRUE,TRUE,66,79,0,0,47.445,FALSE,7.16,10.0631163446528,4.111,"Female",101,105,1,1,1,1,2,1
"OC22","Catapult","kids","1h",9,2,30.897,13.92,TRUE,TRUE,227,45,0,0,16.977,FALSE,7.16,10.0631163446528,4.111,"Female",101,105,1,1,1,1,2,1
"OC22","FallAlt","kids","1h",10,3,88.862,15.605,TRUE,TRUE,101.000255056495,183.000765169486,0.616164192489843,1.84849257746953,36.6285,FALSE,7.16,10.0631163446528,4.111,"Female",101,105,1,2,1,2,2,0.5
"OC22","Falling_A","kids","1h",14,5,83.764,16.986,TRUE,TRUE,88.8958657460012,228,25.0308015033651,0,16.6945,FALSE,7.16,10.0631163446528,4.111,"Female",101,105,4,1,4,1,4,1
"OC22","Gap","kids","1h",15,1,16.663,16.663,TRUE,TRUE,51,51,0,0,NA,FALSE,7.16,10.0631163446528,4.111,"Female",101,105,0,1,0,1,1,0
"OC22","SeeSaw","kids","1h",3,2,38.619,16.361,TRUE,FALSE,48.5,53,0,0,22.258,FALSE,7.16,10.0631163446528,4.111,"Female",101,105,0,2,0,2,1,0
"OC22","Trap","kids","1h",1,3,94.533,17.475,TRUE,TRUE,43.0948393198897,37.1298285228793,8.04669651673157,15.2887529211856,38.529,FALSE,7.16,10.0631163446528,4.111,"Female",101,105,2,1,2,1,2,0.5
"OC26","BalanceUnder","kids","1h",14,4,43.4,14.619,TRUE,TRUE,37.75,38,13.75,55,9.59366666666667,FALSE,7.4,5.90147597712377,2.3395,"Male",102,115,0,3,2,2,3,0.666666666666667
"OC26","Basic","kids","1h",8,3,55.922,8.319,TRUE,TRUE,65.8813103531606,78.7785209059831,173.424679060274,268.606282125219,23.8015,FALSE,7.4,5.90147597712377,2.3395,"Male",102,115,2,1,2,1,2,0.5
"OC26","Bridge","kids","1h",9,3,33.11,9.192,TRUE,TRUE,57.6666666666667,64,0,0,11.959,FALSE,7.4,5.90147597712377,2.3395,"Male",102,115,1,2,1,2,2,0.5
"OC26","FallAlt","kids","1h",3,3,51.428,12.691,TRUE,TRUE,57,60,0,0,19.3685,FALSE,7.4,5.90147597712377,2.3395,"Male",102,115,0,3,0,3,1,0
"OC26","Falling_A","kids","1h",1,2,66.586,27.369,TRUE,TRUE,148.5,148,0,0,39.217,FALSE,7.4,5.90147597712377,2.3395,"Male",102,115,1,1,1,1,2,1
"OC26","Gap","kids","1h",5,1,7.451,7.451,TRUE,TRUE,57,57,0,0,NA,FALSE,7.4,5.90147597712377,2.3395,"Male",102,115,0,1,0,1,1,0
"OC26","Remove","kids","1h",4,4,61.932,11.488,TRUE,TRUE,30,18,24.75,0,16.8146666666667,FALSE,7.4,5.90147597712377,2.3395,"Male",102,115,0,3,2,2,2,0.666666666666667
"OC26","Trap","kids","1h",7,3,62.01,11.685,TRUE,TRUE,54.1183849778182,35.3551549334545,23.8506997566955,71.5520992700866,25.1625,FALSE,7.4,5.90147597712377,2.3395,"Male",102,115,2,1,2,1,3,1
"OC26","Unbox","kids","1h",6,5,85.869,12.118,TRUE,TRUE,56,36,7.2,0,18.43775,FALSE,7.4,5.90147597712377,2.3395,"Male",102,115,4,1,4,1,3,0.5
"OC27","BalanceUnder","kids","1h",7,4,30.991,10.238,TRUE,TRUE,28.5,45,0,0,6.91766666666667,FALSE,10.18,4.98402434239481,1.819,"Male",NA,NA,0,3,2,2,2,0.666666666666667
"OC27","Basic","kids","1h",2,2,22.996,6.596,TRUE,TRUE,16.2921753431601,11.7214761414545,30.0975641741914,23.8691848744074,16.4,FALSE,10.18,4.98402434239481,1.819,"Male",NA,NA,0,2,0,2,1,0
"OC27","Bridge","kids","1h",12,1,8.834,8.834,TRUE,TRUE,55,55,0,0,NA,FALSE,10.18,4.98402434239481,1.819,"Male",NA,NA,0,1,0,1,1,0
"OC27","Catapult","kids","1h",9,6,39.466,5.715,TRUE,TRUE,148.5,28,0,0,6.7502,FALSE,10.18,4.98402434239481,1.819,"Male",NA,NA,5,1,5,1,4,0.6
"OC27","Falling_A","kids","1h",15,2,13.9,4.512,TRUE,TRUE,72,61,0,0,9.388,FALSE,10.18,4.98402434239481,1.819,"Male",NA,NA,1,1,1,1,2,1
"OC27","Gap","kids","1h",4,2,25.451,6.878,TRUE,TRUE,27.9731898907541,14.9463797815082,15.8805268474644,31.7610536949289,18.573,FALSE,10.18,4.98402434239481,1.819,"Male",NA,NA,1,1,1,1,2,1
"OC27","Remove","kids","1h",6,3,32.628,6.194,TRUE,TRUE,23.3009022272995,23.8963352253739,15.5016850839547,10.8619705569882,13.217,FALSE,10.18,4.98402434239481,1.819,"Male",NA,NA,2,1,2,1,2,0.5
"OC27","TableCreative","kids","1h",13,6,43.177,7.531,TRUE,TRUE,79.5506125920882,225,17.0999131902905,0,7.1292,FALSE,10.18,4.98402434239481,1.819,"Male",NA,NA,2,3,4,2,5,0.6
"OC27","Trap","kids","1h",14,2,15.693,6.727,TRUE,TRUE,32.5,31,0,0,8.966,FALSE,10.18,4.98402434239481,1.819,"Male",NA,NA,0,2,0,2,1,0
"OC27","Unbox","kids","1h",5,14,134.306,11.425,TRUE,TRUE,30.7142857142857,84,8.07142857142857,0,9.45238461538462,FALSE,10.18,4.98402434239481,1.819,"Male",NA,NA,1,11,4,10,4,0.230769230769231
"OC28","Balance","kids","1h",9,9,110.196,17.267,TRUE,TRUE,22.4722222222222,23.25,0,0,11.616125,FALSE,7.33,2.80162345717321,3.277,"Female",100,130,0,4,8,1,2,0.25
"OC28","BalanceUnder","kids","1h",3,4,95.072,26.241,TRUE,TRUE,46.4298817288849,53.1773346559167,2.24714081097609,2.24405640937138,22.9436666666667,FALSE,7.33,2.80162345717321,3.277,"Female",100,130,2,2,2,2,2,0.333333333333333
"OC28","Basic","kids","1h",15,1,17.327,17.327,TRUE,TRUE,18.238164857284,18.238164857284,1.787156994909,1.787156994909,NA,FALSE,7.33,2.80162345717321,3.277,"Female",100,130,0,1,0,1,1,0
"OC28","Bridge","kids","1h",11,1,14.124,14.124,TRUE,TRUE,46.8333358764648,46.8333358764648,0,0,NA,FALSE,7.33,2.80162345717321,3.277,"Female",100,130,0,1,0,1,1,0
"OC28","Catapult","kids","1h",2,1,45.122,45.122,TRUE,TRUE,456.166664123535,456.166664123535,29.75,29.75,NA,FALSE,7.33,2.80162345717321,3.277,"Female",100,130,0,1,0,1,1,0
"OC28","FallAlt","kids","1h",7,7,105.444,14.614,TRUE,TRUE,46.8928571428571,37.75,1.25,8.75,15.1383333333333,FALSE,7.33,2.80162345717321,3.277,"Female",100,130,0,7,0,7,1,0
"OC28","Falling_A","kids","1h",6,2,41.327,31.138,TRUE,TRUE,43.5,46.25,6.375,0,10.189,FALSE,7.33,2.80162345717321,3.277,"Female",100,130,1,1,1,1,2,1
"OC28","Gap","kids","1h",14,2,24.133,16.175,TRUE,TRUE,49.833335876465,36.833335876465,0,0,7.958,FALSE,7.33,2.80162345717321,3.277,"Female",100,130,0,2,0,2,1,0
"OC28","GoalMove","kids","1h",5,12,250.1,16.387,TRUE,TRUE,48.1592064852063,37.168214118683,10.6691775651612,0.534367321686496,21.2466363636364,FALSE,7.33,2.80162345717321,3.277,"Female",100,130,11,1,11,1,5,0.636363636363636
